Query,n of total hits,n of nontarget,half n of total hits,Taxon dist HGT
scaffold30-size456594-gene-0.47,22,9.0,11.0,False
scaffold30-size456594-gene-0.49,22,0.0,11.0,False
scaffold30-size456594-gene-0.50,21,0.0,10.5,False
scaffold30-size456594-gene-1.0,13,11.0,6.5,True
scaffold30-size456594-gene-1.1,23,0.0,11.5,False
scaffold30-size456594-gene-1.10,1,0.0,0.5,False
scaffold30-size456594-gene-1.11,1,0.0,0.5,False
scaffold30-size456594-gene-1.12,23,0.0,11.5,False
scaffold30-size456594-gene-1.15,1,0.0,0.5,False
scaffold30-size456594-gene-1.16,23,0.0,11.5,False
scaffold30-size456594-gene-1.17,23,16.0,11.5,True
scaffold30-size456594-gene-1.2,22,0.0,11.0,False
scaffold30-size456594-gene-1.20,18,0.0,9.0,False
scaffold30-size456594-gene-1.22,17,0.0,8.5,False
scaffold30-size456594-gene-1.23,1,0.0,0.5,False
scaffold30-size456594-gene-1.24,9,0.0,4.5,False
scaffold30-size456594-gene-1.25,16,0.0,8.0,False
scaffold30-size456594-gene-1.26,14,0.0,7.0,False
scaffold30-size456594-gene-1.4,14,0.0,7.0,False
scaffold30-size456594-gene-1.7,14,1.0,7.0,False
scaffold30-size456594-gene-1.8,1,0.0,0.5,False
scaffold30-size456594-gene-2.0,1,0.0,0.5,False
scaffold30-size456594-gene-2.10,9,8.0,4.5,True
scaffold30-size456594-gene-2.11,23,0.0,11.5,False
scaffold30-size456594-gene-2.13,21,2.0,10.5,False
scaffold30-size456594-gene-2.14,2,0.0,1.0,False
scaffold30-size456594-gene-2.15,17,0.0,8.5,False
scaffold30-size456594-gene-2.17,13,0.0,6.5,False
scaffold30-size456594-gene-2.18,21,0.0,10.5,False
scaffold30-size456594-gene-2.19,20,18.0,10.0,True
scaffold30-size456594-gene-2.20,22,21.0,11.0,True
scaffold30-size456594-gene-2.21,3,0.0,1.5,False
scaffold30-size456594-gene-2.23,21,0.0,10.5,False
scaffold30-size456594-gene-2.24,22,0.0,11.0,False
scaffold30-size456594-gene-2.25,21,17.0,10.5,True
scaffold30-size456594-gene-2.26,1,0.0,0.5,False
scaffold30-size456594-gene-2.29,24,7.0,12.0,False
scaffold30-size456594-gene-2.3,1,0.0,0.5,False
scaffold30-size456594-gene-2.30,7,0.0,3.5,False
scaffold30-size456594-gene-2.31,1,0.0,0.5,False
scaffold30-size456594-gene-2.32,17,12.0,8.5,True
scaffold30-size456594-gene-2.33,22,0.0,11.0,False
scaffold30-size456594-gene-2.34,2,0.0,1.0,False
scaffold30-size456594-gene-2.35,9,6.0,4.5,True
scaffold30-size456594-gene-2.36,15,13.0,7.5,True
scaffold30-size456594-gene-2.37,21,0.0,10.5,False
scaffold30-size456594-gene-2.38,16,1.0,8.0,False
scaffold30-size456594-gene-2.39,24,18.0,12.0,True
scaffold30-size456594-gene-2.4,23,0.0,11.5,False
scaffold30-size456594-gene-2.5,22,0.0,11.0,False
scaffold30-size456594-gene-2.9,18,0.0,9.0,False
scaffold30-size456594-gene-3.0,21,0.0,10.5,False
scaffold30-size456594-gene-3.10,21,0.0,10.5,False
scaffold30-size456594-gene-3.12,15,0.0,7.5,False
scaffold30-size456594-gene-3.13,13,1.0,6.5,False
scaffold30-size456594-gene-3.14,1,0.0,0.5,False
scaffold30-size456594-gene-3.15,16,9.0,8.0,True
scaffold30-size456594-gene-3.16,5,0.0,2.5,False
scaffold30-size456594-gene-3.17,22,0.0,11.0,False
scaffold30-size456594-gene-3.18,18,0.0,9.0,False
scaffold30-size456594-gene-3.20,14,5.0,7.0,False
scaffold30-size456594-gene-3.22,18,0.0,9.0,False
scaffold30-size456594-gene-3.23,21,20.0,10.5,True
scaffold30-size456594-gene-3.25,23,0.0,11.5,False
scaffold30-size456594-gene-3.26,20,0.0,10.0,False
scaffold30-size456594-gene-3.27,19,19.0,9.5,True
scaffold30-size456594-gene-3.29,21,0.0,10.5,False
scaffold30-size456594-gene-3.3,18,0.0,9.0,False
scaffold30-size456594-gene-3.30,21,0.0,10.5,False
scaffold30-size456594-gene-3.31,17,14.0,8.5,True
scaffold30-size456594-gene-3.33,22,3.0,11.0,False
scaffold30-size456594-gene-3.35,15,0.0,7.5,False
scaffold30-size456594-gene-3.36,15,5.0,7.5,False
scaffold30-size456594-gene-3.37,1,0.0,0.5,False
scaffold30-size456594-gene-3.39,21,21.0,10.5,True
scaffold30-size456594-gene-3.4,22,0.0,11.0,False
scaffold30-size456594-gene-3.40,16,0.0,8.0,False
scaffold30-size456594-gene-3.41,21,0.0,10.5,False
scaffold30-size456594-gene-3.45,13,0.0,6.5,False
scaffold30-size456594-gene-3.46,1,0.0,0.5,False
scaffold30-size456594-gene-3.47,3,0.0,1.5,False
scaffold30-size456594-gene-3.48,12,11.0,6.0,True
scaffold30-size456594-gene-3.49,24,0.0,12.0,False
scaffold30-size456594-gene-3.6,21,17.0,10.5,True
scaffold30-size456594-gene-3.8,16,0.0,8.0,False
scaffold30-size456594-gene-3.9,20,0.0,10.0,False
scaffold300-size67459-gene-0.1,13,0.0,6.5,False
scaffold300-size67459-gene-0.2,1,0.0,0.5,False
scaffold300-size67459-gene-0.4,2,0.0,1.0,False
scaffold300-size67459-gene-0.5,19,15.0,9.5,True
scaffold300-size67459-gene-0.8,18,0.0,9.0,False
scaffold301-size97121-gene-0.1,10,0.0,5.0,False
scaffold301-size97121-gene-0.2,11,8.0,5.5,True
scaffold301-size97121-gene-0.3,1,0.0,0.5,False
scaffold301-size97121-gene-0.4,16,0.0,8.0,False
scaffold301-size97121-gene-0.5,23,0.0,11.5,False
scaffold301-size97121-gene-0.6,19,0.0,9.5,False
scaffold301-size97121-gene-0.8,2,0.0,1.0,False
scaffold302-size172256-gene-0.10,1,0.0,0.5,False
scaffold302-size172256-gene-0.11,13,13.0,6.5,True
scaffold302-size172256-gene-0.12,14,4.0,7.0,False
scaffold302-size172256-gene-0.16,17,13.0,8.5,True
scaffold302-size172256-gene-0.4,24,0.0,12.0,False
scaffold303-size66583-gene-0.3,12,2.0,6.0,False
scaffold304-size66135-gene-0.2,21,19.0,10.5,True
scaffold304-size66135-gene-0.4,20,0.0,10.0,False
scaffold305-size65468-gene-0.10,22,21.0,11.0,True
scaffold305-size65468-gene-0.6,1,0.0,0.5,False
scaffold305-size65468-gene-0.7,12,0.0,6.0,False
scaffold308-size132730-gene-0.1,21,19.0,10.5,True
scaffold308-size132730-gene-0.2,20,19.0,10.0,True
scaffold308-size132730-gene-0.3,17,0.0,8.5,False
scaffold308-size132730-gene-0.5,4,0.0,2.0,False
scaffold308-size132730-gene-0.9,20,18.0,10.0,True
scaffold31-size289825-gene-0.0,16,0.0,8.0,False
scaffold31-size289825-gene-0.6,2,0.0,1.0,False
scaffold31-size289825-gene-0.7,13,5.0,6.5,False
scaffold31-size289825-gene-1.0,21,20.0,10.5,True
scaffold31-size289825-gene-1.1,20,0.0,10.0,False
scaffold31-size289825-gene-1.2,1,0.0,0.5,False
scaffold31-size289825-gene-1.21,1,0.0,0.5,False
scaffold31-size289825-gene-1.25,5,1.0,2.5,False
scaffold31-size289825-gene-1.33,17,1.0,8.5,False
scaffold31-size289825-gene-1.34,1,0.0,0.5,False
scaffold31-size289825-gene-1.4,1,0.0,0.5,False
scaffold31-size289825-gene-1.6,3,3.0,1.5,True
scaffold310-size63884-gene-0.0,22,0.0,11.0,False
scaffold310-size63884-gene-0.1,23,23.0,11.5,True
scaffold313-size63277-gene-0.1,21,0.0,10.5,False
scaffold313-size63277-gene-0.10,2,0.0,1.0,False
scaffold313-size63277-gene-0.13,15,2.0,7.5,False
scaffold313-size63277-gene-0.2,18,0.0,9.0,False
scaffold313-size63277-gene-0.3,24,0.0,12.0,False
scaffold313-size63277-gene-0.4,20,19.0,10.0,True
scaffold313-size63277-gene-0.6,19,0.0,9.5,False
scaffold313-size63277-gene-0.7,22,0.0,11.0,False
scaffold313-size63277-gene-0.8,19,0.0,9.5,False
scaffold313-size63277-gene-0.9,6,0.0,3.0,False
scaffold315-size111134-gene-0.16,23,0.0,11.5,False
scaffold315-size111134-gene-0.17,20,3.0,10.0,False
scaffold315-size111134-gene-0.18,1,0.0,0.5,False
scaffold315-size111134-gene-0.19,23,20.0,11.5,True
scaffold315-size111134-gene-0.20,20,0.0,10.0,False
scaffold315-size111134-gene-0.21,21,0.0,10.5,False
scaffold315-size111134-gene-0.22,23,0.0,11.5,False
scaffold315-size111134-gene-0.23,24,0.0,12.0,False
scaffold315-size111134-gene-0.24,1,0.0,0.5,False
scaffold315-size111134-gene-0.25,14,10.0,7.0,True
scaffold315-size111134-gene-0.26,15,13.0,7.5,True
scaffold317-size109083-gene-0.0,14,0.0,7.0,False
scaffold317-size109083-gene-0.3,1,0.0,0.5,False
scaffold317-size109083-gene-0.5,16,0.0,8.0,False
scaffold318-size96090-gene-0.5,5,0.0,2.5,False
scaffold319-size102296-gene-0.11,16,16.0,8.0,True
scaffold319-size102296-gene-0.12,22,21.0,11.0,True
scaffold319-size102296-gene-0.13,17,0.0,8.5,False
scaffold319-size102296-gene-0.14,20,1.0,10.0,False
scaffold319-size102296-gene-0.6,22,12.0,11.0,True
scaffold319-size102296-gene-0.8,1,0.0,0.5,False
scaffold319-size102296-gene-0.9,14,8.0,7.0,True
scaffold32-size342237-gene-0.0,17,1.0,8.5,False
scaffold32-size342237-gene-0.1,21,0.0,10.5,False
scaffold32-size342237-gene-0.10,1,0.0,0.5,False
scaffold32-size342237-gene-0.12,19,18.0,9.5,True
scaffold32-size342237-gene-0.14,23,0.0,11.5,False
scaffold32-size342237-gene-0.15,23,0.0,11.5,False
scaffold32-size342237-gene-0.16,1,0.0,0.5,False
scaffold32-size342237-gene-0.18,23,1.0,11.5,False
scaffold32-size342237-gene-0.19,20,4.0,10.0,False
scaffold32-size342237-gene-0.2,16,0.0,8.0,False
scaffold32-size342237-gene-0.20,19,19.0,9.5,True
scaffold32-size342237-gene-0.22,24,0.0,12.0,False
scaffold32-size342237-gene-0.24,20,17.0,10.0,True
scaffold32-size342237-gene-0.25,22,0.0,11.0,False
scaffold32-size342237-gene-0.26,17,0.0,8.5,False
scaffold32-size342237-gene-0.3,22,1.0,11.0,False
scaffold32-size342237-gene-0.5,16,15.0,8.0,True
scaffold32-size342237-gene-0.6,1,0.0,0.5,False
scaffold32-size342237-gene-0.7,3,0.0,1.5,False
scaffold32-size342237-gene-0.9,1,0.0,0.5,False
scaffold32-size342237-gene-1.21,16,0.0,8.0,False
scaffold32-size342237-gene-1.22,2,0.0,1.0,False
scaffold32-size342237-gene-1.23,12,12.0,6.0,True
scaffold32-size342237-gene-1.26,1,0.0,0.5,False
scaffold32-size342237-gene-1.27,2,1.0,1.0,False
scaffold32-size342237-gene-1.28,23,0.0,11.5,False
scaffold32-size342237-gene-1.29,2,0.0,1.0,False
scaffold32-size342237-gene-1.30,20,0.0,10.0,False
scaffold32-size342237-gene-1.31,18,6.0,9.0,False
scaffold32-size342237-gene-1.32,21,0.0,10.5,False
scaffold32-size342237-gene-1.34,15,2.0,7.5,False
scaffold32-size342237-gene-1.35,19,17.0,9.5,True
scaffold32-size342237-gene-1.36,20,0.0,10.0,False
scaffold32-size342237-gene-1.42,5,0.0,2.5,False
scaffold32-size342237-gene-1.44,1,0.0,0.5,False
scaffold32-size342237-gene-1.45,18,0.0,9.0,False
scaffold32-size342237-gene-1.46,1,0.0,0.5,False
scaffold32-size342237-gene-1.48,23,23.0,11.5,True
scaffold32-size342237-gene-1.49,20,0.0,10.0,False
scaffold32-size342237-gene-1.50,17,0.0,8.5,False
scaffold32-size342237-gene-1.52,1,0.0,0.5,False
scaffold32-size342237-gene-1.53,17,0.0,8.5,False
scaffold32-size342237-gene-1.54,1,0.0,0.5,False
scaffold32-size342237-gene-2.23,17,16.0,8.5,True
scaffold32-size342237-gene-2.24,19,1.0,9.5,False
scaffold32-size342237-gene-2.25,20,0.0,10.0,False
scaffold32-size342237-gene-2.26,17,0.0,8.5,False
scaffold32-size342237-gene-2.27,23,0.0,11.5,False
scaffold32-size342237-gene-2.28,22,0.0,11.0,False
scaffold32-size342237-gene-2.29,20,2.0,10.0,False
scaffold32-size342237-gene-2.33,21,0.0,10.5,False
scaffold32-size342237-gene-2.34,1,0.0,0.5,False
scaffold32-size342237-gene-2.35,22,8.0,11.0,False
scaffold32-size342237-gene-2.36,23,0.0,11.5,False
scaffold32-size342237-gene-2.37,2,0.0,1.0,False
scaffold32-size342237-gene-2.38,19,0.0,9.5,False
scaffold32-size342237-gene-2.39,22,0.0,11.0,False
scaffold32-size342237-gene-2.40,20,0.0,10.0,False
scaffold32-size342237-gene-2.41,13,0.0,6.5,False
scaffold32-size342237-gene-2.42,24,2.0,12.0,False
scaffold32-size342237-gene-2.43,4,0.0,2.0,False
scaffold32-size342237-gene-2.45,17,8.0,8.5,False
scaffold320-size62719-gene-0.11,19,0.0,9.5,False
scaffold320-size62719-gene-0.12,21,0.0,10.5,False
scaffold320-size62719-gene-0.13,23,0.0,11.5,False
scaffold320-size62719-gene-0.14,24,0.0,12.0,False
scaffold320-size62719-gene-0.15,21,0.0,10.5,False
scaffold320-size62719-gene-0.17,12,12.0,6.0,True
scaffold320-size62719-gene-0.18,19,0.0,9.5,False
scaffold320-size62719-gene-0.20,23,0.0,11.5,False
scaffold320-size62719-gene-0.21,21,21.0,10.5,True
scaffold320-size62719-gene-0.22,22,0.0,11.0,False
scaffold321-size96569-gene-0.10,20,0.0,10.0,False
scaffold321-size96569-gene-0.12,20,0.0,10.0,False
scaffold321-size96569-gene-0.13,19,0.0,9.5,False
scaffold321-size96569-gene-0.14,1,0.0,0.5,False
scaffold321-size96569-gene-0.5,8,3.0,4.0,False
scaffold321-size96569-gene-0.6,19,1.0,9.5,False
scaffold321-size96569-gene-0.7,15,0.0,7.5,False
scaffold321-size96569-gene-0.8,16,0.0,8.0,False
scaffold321-size96569-gene-0.9,21,0.0,10.5,False
scaffold322-size62391-gene-0.18,14,0.0,7.0,False
scaffold322-size62391-gene-0.20,12,0.0,6.0,False
scaffold322-size62391-gene-0.21,22,0.0,11.0,False
scaffold322-size62391-gene-0.22,14,0.0,7.0,False
scaffold322-size62391-gene-0.25,9,0.0,4.5,False
scaffold322-size62391-gene-0.26,22,0.0,11.0,False
scaffold322-size62391-gene-0.27,10,0.0,5.0,False
scaffold322-size62391-gene-0.28,23,0.0,11.5,False
scaffold322-size62391-gene-0.30,16,1.0,8.0,False
scaffold323-size79943-gene-0.0,17,0.0,8.5,False
scaffold324-size97015-gene-0.5,1,0.0,0.5,False
scaffold325-size128485-gene-0.10,20,18.0,10.0,True
scaffold325-size128485-gene-0.11,5,0.0,2.5,False
scaffold325-size128485-gene-0.14,18,0.0,9.0,False
scaffold325-size128485-gene-0.16,24,21.0,12.0,True
scaffold325-size128485-gene-0.17,17,16.0,8.5,True
scaffold325-size128485-gene-0.18,11,0.0,5.5,False
scaffold325-size128485-gene-0.21,3,0.0,1.5,False
scaffold326-size101693-gene-0.2,12,0.0,6.0,False
scaffold326-size101693-gene-0.3,1,1.0,0.5,True
scaffold327-size60000-gene-0.12,1,0.0,0.5,False
scaffold327-size60000-gene-0.14,20,14.0,10.0,True
scaffold327-size60000-gene-0.7,15,0.0,7.5,False
scaffold327-size60000-gene-0.8,14,0.0,7.0,False
scaffold329-size107784-gene-0.12,7,0.0,3.5,False
scaffold329-size107784-gene-0.2,15,0.0,7.5,False
scaffold329-size107784-gene-0.3,20,0.0,10.0,False
scaffold329-size107784-gene-0.5,12,0.0,6.0,False
scaffold329-size107784-gene-0.6,20,0.0,10.0,False
scaffold329-size107784-gene-0.8,6,6.0,3.0,True
scaffold33-size282628-gene-0.0,16,0.0,8.0,False
scaffold33-size282628-gene-0.13,2,0.0,1.0,False
scaffold33-size282628-gene-0.16,11,0.0,5.5,False
scaffold33-size282628-gene-0.18,21,20.0,10.5,True
scaffold33-size282628-gene-0.19,1,0.0,0.5,False
scaffold33-size282628-gene-0.3,5,2.0,2.5,False
scaffold33-size282628-gene-0.4,22,0.0,11.0,False
scaffold33-size282628-gene-0.7,10,4.0,5.0,False
scaffold33-size282628-gene-0.8,22,19.0,11.0,True
scaffold33-size282628-gene-1.100,18,0.0,9.0,False
scaffold33-size282628-gene-1.103,23,19.0,11.5,True
scaffold33-size282628-gene-1.104,1,0.0,0.5,False
scaffold33-size282628-gene-1.105,20,0.0,10.0,False
scaffold33-size282628-gene-1.106,17,1.0,8.5,False
scaffold33-size282628-gene-1.108,11,7.0,5.5,True
scaffold33-size282628-gene-1.109,20,18.0,10.0,True
scaffold33-size282628-gene-1.110,17,0.0,8.5,False
scaffold33-size282628-gene-1.112,17,1.0,8.5,False
scaffold33-size282628-gene-1.114,22,17.0,11.0,True
scaffold33-size282628-gene-1.115,9,0.0,4.5,False
scaffold33-size282628-gene-1.58,20,0.0,10.0,False
scaffold33-size282628-gene-1.59,21,20.0,10.5,True
scaffold33-size282628-gene-1.60,1,0.0,0.5,False
scaffold33-size282628-gene-1.61,14,0.0,7.0,False
scaffold33-size282628-gene-1.62,1,0.0,0.5,False
scaffold33-size282628-gene-1.63,13,10.0,6.5,True
scaffold33-size282628-gene-1.64,23,0.0,11.5,False
scaffold33-size282628-gene-1.65,19,0.0,9.5,False
scaffold33-size282628-gene-1.67,22,21.0,11.0,True
scaffold33-size282628-gene-1.68,10,1.0,5.0,False
scaffold33-size282628-gene-1.77,22,0.0,11.0,False
scaffold33-size282628-gene-1.79,21,0.0,10.5,False
scaffold33-size282628-gene-1.81,17,15.0,8.5,True
scaffold33-size282628-gene-1.83,1,0.0,0.5,False
scaffold33-size282628-gene-1.84,17,3.0,8.5,False
scaffold33-size282628-gene-1.85,1,0.0,0.5,False
scaffold33-size282628-gene-1.87,23,0.0,11.5,False
scaffold33-size282628-gene-1.88,16,12.0,8.0,True
scaffold33-size282628-gene-1.90,24,0.0,12.0,False
scaffold33-size282628-gene-1.91,22,20.0,11.0,True
scaffold33-size282628-gene-1.93,15,0.0,7.5,False
scaffold33-size282628-gene-1.94,22,6.0,11.0,False
scaffold33-size282628-gene-1.95,17,0.0,8.5,False
scaffold33-size282628-gene-1.96,18,0.0,9.0,False
scaffold33-size282628-gene-1.97,24,23.0,12.0,True
scaffold33-size282628-gene-1.98,13,0.0,6.5,False
scaffold33-size282628-gene-1.99,17,1.0,8.5,False
scaffold330-size59110-gene-0.0,20,6.0,10.0,False
scaffold330-size59110-gene-0.1,18,0.0,9.0,False
scaffold330-size59110-gene-0.2,23,6.0,11.5,False
scaffold330-size59110-gene-0.3,20,0.0,10.0,False
scaffold330-size59110-gene-0.5,11,1.0,5.5,False
scaffold330-size59110-gene-0.7,24,9.0,12.0,False
scaffold330-size59110-gene-0.9,1,0.0,0.5,False
scaffold331-size59053-gene-0.4,20,20.0,10.0,True
scaffold331-size59053-gene-0.5,1,0.0,0.5,False
scaffold331-size59053-gene-0.7,4,1.0,2.0,False
scaffold332-size99419-gene-0.1,1,0.0,0.5,False
scaffold332-size99419-gene-0.4,20,20.0,10.0,True
scaffold332-size99419-gene-0.5,11,3.0,5.5,False
scaffold332-size99419-gene-0.8,1,0.0,0.5,False
scaffold334-size71672-gene-0.0,10,10.0,5.0,True
scaffold334-size71672-gene-0.1,24,0.0,12.0,False
scaffold334-size71672-gene-0.10,21,1.0,10.5,False
scaffold334-size71672-gene-0.11,4,0.0,2.0,False
scaffold334-size71672-gene-0.2,20,0.0,10.0,False
scaffold334-size71672-gene-0.3,15,1.0,7.5,False
scaffold334-size71672-gene-0.4,23,0.0,11.5,False
scaffold334-size71672-gene-0.9,1,0.0,0.5,False
scaffold335-size95530-gene-0.0,7,1.0,3.5,False
scaffold335-size95530-gene-0.2,7,1.0,3.5,False
scaffold335-size95530-gene-0.9,1,0.0,0.5,False
scaffold336-size188787-gene-0.14,23,0.0,11.5,False
scaffold336-size188787-gene-0.15,7,0.0,3.5,False
scaffold336-size188787-gene-0.17,21,7.0,10.5,False
scaffold336-size188787-gene-0.18,23,0.0,11.5,False
scaffold336-size188787-gene-0.19,2,0.0,1.0,False
scaffold336-size188787-gene-0.20,1,0.0,0.5,False
scaffold336-size188787-gene-0.21,4,2.0,2.0,False
scaffold336-size188787-gene-0.26,10,4.0,5.0,False
scaffold336-size188787-gene-0.27,18,0.0,9.0,False
scaffold336-size188787-gene-0.28,18,0.0,9.0,False
scaffold336-size188787-gene-0.29,1,0.0,0.5,False
scaffold336-size188787-gene-0.30,19,0.0,9.5,False
scaffold336-size188787-gene-0.31,4,0.0,2.0,False
scaffold336-size188787-gene-0.32,2,2.0,1.0,True
scaffold337-size94010-gene-0.10,1,0.0,0.5,False
scaffold337-size94010-gene-0.6,5,0.0,2.5,False
scaffold337-size94010-gene-0.7,21,0.0,10.5,False
scaffold337-size94010-gene-0.8,16,0.0,8.0,False
scaffold337-size94010-gene-0.9,20,11.0,10.0,True
scaffold338-size58026-gene-0.13,1,0.0,0.5,False
scaffold339-size80429-gene-0.0,21,0.0,10.5,False
scaffold339-size80429-gene-0.1,14,9.0,7.0,True
scaffold339-size80429-gene-0.10,1,0.0,0.5,False
scaffold339-size80429-gene-0.12,17,1.0,8.5,False
scaffold339-size80429-gene-0.3,14,12.0,7.0,True
scaffold34-size281330-gene-0.0,22,22.0,11.0,True
scaffold34-size281330-gene-0.1,1,0.0,0.5,False
scaffold34-size281330-gene-0.10,3,0.0,1.5,False
scaffold34-size281330-gene-0.13,17,0.0,8.5,False
scaffold34-size281330-gene-0.15,17,15.0,8.5,True
scaffold34-size281330-gene-0.16,18,0.0,9.0,False
scaffold34-size281330-gene-0.18,18,16.0,9.0,True
scaffold34-size281330-gene-0.2,20,0.0,10.0,False
scaffold34-size281330-gene-0.20,22,14.0,11.0,True
scaffold34-size281330-gene-0.22,21,0.0,10.5,False
scaffold34-size281330-gene-0.23,13,10.0,6.5,True
scaffold34-size281330-gene-0.24,19,1.0,9.5,False
scaffold34-size281330-gene-0.25,23,1.0,11.5,False
scaffold34-size281330-gene-0.3,22,17.0,11.0,True
scaffold34-size281330-gene-0.4,19,0.0,9.5,False
scaffold34-size281330-gene-0.5,14,0.0,7.0,False
scaffold34-size281330-gene-0.6,22,0.0,11.0,False
scaffold34-size281330-gene-0.8,11,10.0,5.5,True
scaffold34-size281330-gene-0.9,23,0.0,11.5,False
scaffold34-size281330-gene-1.1,18,17.0,9.0,True
scaffold34-size281330-gene-1.10,14,0.0,7.0,False
scaffold34-size281330-gene-1.12,21,0.0,10.5,False
scaffold34-size281330-gene-1.16,23,0.0,11.5,False
scaffold34-size281330-gene-1.2,1,0.0,0.5,False
scaffold34-size281330-gene-1.20,16,16.0,8.0,True
scaffold34-size281330-gene-1.21,17,0.0,8.5,False
scaffold34-size281330-gene-1.24,13,0.0,6.5,False
scaffold34-size281330-gene-1.25,20,18.0,10.0,True
scaffold34-size281330-gene-1.26,2,0.0,1.0,False
scaffold34-size281330-gene-1.27,23,1.0,11.5,False
scaffold34-size281330-gene-1.28,20,0.0,10.0,False
scaffold34-size281330-gene-1.29,23,0.0,11.5,False
scaffold34-size281330-gene-1.33,20,16.0,10.0,True
scaffold34-size281330-gene-1.34,20,16.0,10.0,True
scaffold34-size281330-gene-1.36,4,0.0,2.0,False
scaffold34-size281330-gene-1.37,20,10.0,10.0,False
scaffold34-size281330-gene-1.39,21,0.0,10.5,False
scaffold34-size281330-gene-1.40,19,0.0,9.5,False
scaffold34-size281330-gene-1.41,23,0.0,11.5,False
scaffold34-size281330-gene-1.42,16,0.0,8.0,False
scaffold34-size281330-gene-1.44,20,4.0,10.0,False
scaffold34-size281330-gene-1.45,16,0.0,8.0,False
scaffold34-size281330-gene-1.47,21,18.0,10.5,True
scaffold34-size281330-gene-1.48,16,0.0,8.0,False
scaffold34-size281330-gene-1.49,21,0.0,10.5,False
scaffold34-size281330-gene-1.5,14,11.0,7.0,True
scaffold34-size281330-gene-1.50,22,0.0,11.0,False
scaffold34-size281330-gene-1.6,14,0.0,7.0,False
scaffold34-size281330-gene-1.7,2,0.0,1.0,False
scaffold34-size281330-gene-1.8,2,0.0,1.0,False
scaffold34-size281330-gene-1.9,20,17.0,10.0,True
scaffold340-size134677-gene-0.2,19,18.0,9.5,True
scaffold340-size134677-gene-0.3,1,0.0,0.5,False
scaffold340-size134677-gene-0.4,1,0.0,0.5,False
scaffold340-size134677-gene-0.5,9,0.0,4.5,False
scaffold341-size66235-gene-0.2,1,0.0,0.5,False
scaffold342-size154903-gene-0.12,1,0.0,0.5,False
scaffold342-size154903-gene-0.13,1,0.0,0.5,False
scaffold342-size154903-gene-0.14,12,0.0,6.0,False
scaffold343-size56948-gene-0.2,1,0.0,0.5,False
scaffold343-size56948-gene-0.3,21,0.0,10.5,False
scaffold343-size56948-gene-0.4,19,19.0,9.5,True
scaffold343-size56948-gene-0.5,15,11.0,7.5,True
scaffold343-size56948-gene-0.6,2,1.0,1.0,False
scaffold343-size56948-gene-0.7,9,1.0,4.5,False
scaffold345-size56639-gene-0.3,17,0.0,8.5,False
scaffold345-size56639-gene-0.4,1,0.0,0.5,False
scaffold345-size56639-gene-0.9,21,0.0,10.5,False
scaffold347-size117011-gene-0.3,2,0.0,1.0,False
scaffold347-size117011-gene-0.6,19,0.0,9.5,False
scaffold347-size117011-gene-0.8,14,0.0,7.0,False
scaffold347-size117011-gene-0.9,19,1.0,9.5,False
scaffold348-size55995-gene-0.10,16,0.0,8.0,False
scaffold348-size55995-gene-0.11,9,0.0,4.5,False
